id,first_name,last_name,full_name,country,ranking,ranking_points
416184,Skander,Mansouri,Skander Mansouri,Tunisia,500,85
612918,Alejandro,Tabilo,Alejandro Tabilo,Chile,22,2043
750468,Ben,Patael,Ben Patael,Israel,484,83
366216,Lucas,Gomez,Lucas Gomez,Mexico,492,13
223266,Sandro,Ehrat,Sandro Ehrat,Switzerland,483,71
1429812,Tomas,Machac,Tomas Machac,Czechia,25,1758
336114,Alexander,Ritschard,Alexander Ritschard,Switzerland,108,545
304782,Peter,Heller,Peter Heller,Germany,498,79
396024,Laurent,Lokoli,Laurent Lokoli,France,431,101
326298,Sanjar,Fayziev,Sanjar Fayziev,Uzbekistan,496,63
290466,Alexander,Zhurbin,Alexander Zhurbin,Russia,500,59
448206,Pavel,Nejedly,Pavel Nejedly,Czech Republic,500,73
272406,Raymond,Sarmiento,Raymond Sarmiento,USA,474,75
1196280,Luca,Giacomini,Luca Giacomini,Italy,467,17
1235448,Hugo,Gaston,Hugo Gaston,France,81,712
300234,Marco,Bortolotti,Marco Bortolotti,Italy,239,53
1528464,Jiri,Lehecka,Jiri Lehecka,Czechia,30,1560
692790,Evgenii,Tiurnev,Evgenii Tiurnev,Russia,349,139
606570,Jordi,Arconada,Jordi Arconada,USA,500,62
917412,Patrik,Rikl,Patrik Rikl,Czech Republic,499,12
1326084,Francisco,Cerundolo,Francisco Cerundolo,Argentina,29,1570
401256,Shintaro,Imai,Shintaro Imai,Japan,424,105
1423140,Giulio,Zeppieri,Giulio Zeppieri,Italy,237,240
1323234,Paul,Jubb,Paul Jubb,United Kingdom,180,324
981828,Lukas,Klein,Lukas Klein,Slovakia,146,402
638154,Lucas,Gerch,Lucas Gerch,Germany,471,86
289362,Da,Dutra,Da Dutra,Brazil,341,145
1278336,Sam,Riffice,Sam Riffice,USA,499,72
142032,Cedrik,Stebe,Cedrik Stebe,Germany,473,90
336534,Aleksandre,Metreveli,Aleksandre Metreveli,Georgia,418,30
463746,Jeroen,Vanneste,Jeroen Vanneste,Belgium,498,67
1142298,John,Mcnally,John Mcnally,USA,470,17
980640,Fajing,Sun,Fajing Sun,China,320,161
566934,Christopher,Heyman,Christopher Heyman,Belgium,500,65
349338,Christopher,Oconnell,Christopher Oconnell,Australia,71,755
383766,Lobato,Esteve,Lobato Esteve,Spain,498,72
95196,Frederico,Gil,Frederico Gil,Portugal,499,66
430224,Nicolas,Alvarez,Nicolas Alvarez,Peru,410,111
952500,Alves,Meligeni,Alves Meligeni,Brazil,150,393
1196382,Vit,Kopriva,Vit Kopriva,Czechia,152,384
259578,Christian,Lindell,Christian Lindell,Sweden,485,72
515274,Gonzalo,Villanueva,Gonzalo Villanueva,Argentina,415,112
1016988,Tomas,Etcheverry,Tomas Etcheverry,Argentina,40,1310
102402,Maxime,Chazal,Maxime Chazal,France,353,137
401484,Maxime,Hamou,Maxime Hamou,France,492,71
445806,Matias,Zukas,Matias Zukas,Argentina,486,79
1161876,Izquierdo,Sanchez,Izquierdo Sanchez,Spain,351,138
1304796,Rio,Noguchi,Rio Noguchi,Japan,267,198
547452,Ryan,Peniston,Ryan Peniston,United Kingdom,445,97
353898,Bague,Toledo,Bague Toledo,Spain,491,74
1552506,Jack,Draper,Jack Draper,United Kingdom,15,2800
313590,Diego,Hidalgo,Diego Hidalgo,Ecuador,495,71
893832,Mathieu,Perchicot,Mathieu Perchicot,France,470,75
261534,Agustin,Velotti,Agustin Velotti,Argentina,491,69
688998,Alexander,Erler,Alexander Erler,Austria,500,69
355002,Ronald,Slobodchikov,Ronald Slobodchikov,Russia,496,69
1123320,Nicolas,Mejia,Nicolas Mejia,Colombia,216,260
487662,Oscar,Gutierrez,Oscar Gutierrez,Brazil,491,78
1151250,Jenson,Brooksby,Jenson Brooksby,USA,466,90
290550,Sanz,Perez,Sanz Perez,Spain,394,22
1151064,Dan,Added,Dan Added,France,492,81
616914,Niels,Lootsma,Niels Lootsma,Netherlands,484,62
383106,Nik,Razborsek,Nik Razborsek,Slovenia,456,68
1034904,Aziz,Dougaz,Aziz Dougaz,Tunisia,198,295
832356,Jordan,Correia,Jordan Correia,Brazil,493,60
581166,Benjamin,Lock,Benjamin Lock,Zimbabwe,343,144
1323258,Aidan,Mchugh,Aidan Mchugh,United Kingdom,450,94
379500,Martins,Podzus,Martins Podzus,Latvia,480,75
584214,Michail,Pervolarakis,Michail Pervolarakis,Greece,469,85
596274,Mariano,Kestelboim,Mariano Kestelboim,Argentina,499,80
378552,Nerman,Fatic,Nerman Fatic,Bosnia & Herzegovina,368,131
464898,Danylo,Kalenichenko,Danylo Kalenichenko,Ukraine,484,73
108414,Eduardo,Struvay,Eduardo Struvay,Colombia,466,83
288348,Cheong-Eui,Kim,Cheong-Eui Kim,South Korea,499,59
621762,Michael,Geerts,Michael Geerts,Belgium,331,154
289206,Quentin,Robert,Quentin Robert,France,484,77
1119288,Artem,Dubrivnyy,Artem Dubrivnyy,Russia,497,66
1119786,Ergi,Kirkin,Ergi Kirkin,Türkiye,302,171
278238,Maximiliano,Estevez,Maximiliano Estevez,Argentina,500,65
320982,Alessandro,Petrone,Alessandro Petrone,Italy,495,59
486474,Gonzalez,Vivero,Gonzalez Vivero,Spain,457,80
1085688,Rayane,Roumane,Rayane Roumane,France,496,71
1016928,Genaro,Olivieri,Genaro Olivieri,Argentina,347,141
1296936,Sho,Shimabukuro,Sho Shimabukuro,Japan,176,333
1207392,Marko,Miladinovic,Marko Miladinovic,Serbia,499,70
927432,Vladyslav,Orlov,Vladyslav Orlov,Ukraine,473,87
635850,Jumpei,Yamasaki,Jumpei Yamasaki,Japan,500,65
587874,Seong,Hong,Seong Hong,South Korea,145,403
1225986,Yu,Hsu,Yu Hsu,Chinese Taipei,221,256
1466532,Jong,De,Jong De,Netherlands,109,541
599610,Nicolae,Frunza,Nicolae Frunza,Romania,493,59
1171086,Yshai,Oliel,Yshai Oliel,Israel,459,90
457590,Rafael,Matos,Rafael Matos,Brazil,499,65
972876,Evan,Zhu,Evan Zhu,USA,459,93
237492,Bruno,Santanna,Bruno Santanna,Brazil,496,74
1655550,Carlos,Alcaraz,Carlos Alcaraz,Spain,2,7120
1380306,Filip,Jianu,Filip Jianu,Romania,214,262
326874,Wilson,Leite,Wilson Leite,Brazil,499,81
1542558,Daniel,Michalski,Daniel Michalski,Poland,373,129
685194,Adam,Moundir,Adam Moundir,Morocco,500,70
1235838,Kacper,Zuk,Kacper Zuk,Poland,434,104
457518,Bogdan,Bobrov,Bogdan Bobrov,Russia,395,118
1413468,Brandon,Nakashima,Brandon Nakashima,USA,35,1375
1330848,Sebastian,Baez,Sebastian Baez,Argentina,26,1690
689322,Johan,Nikles,Johan Nikles,Switzerland,490,78
473286,Matija,Pecotic,Matija Pecotic,Croatia,488,85
954144,Ricardo,Rodríguez,Ricardo Rodríguez,Venezuela,497,61
1586244,Acosta,Diaz,Acosta Diaz,Argentina,66,830
1493178,Juan,Cerundolo,Juan Cerundolo,Argentina,142,412
363696,David,Poljak,David Poljak,Czech Republic,483,81
462042,Marko,Tepavac,Marko Tepavac,Serbia,475,75
679338,Salminen,Niklas,Salminen Niklas,Finland,500,70
1466508,Alexey,Zakharov,Alexey Zakharov,Russia,308,169
1121322,Nick,Hardt,Nick Hardt,Dominican Republic,210,274
352230,Nick,Chappell,Nick Chappell,USA,482,91
696294,Gage,Brymer,Gage Brymer,USA,500,71
327186,Jorge,Panta,Jorge Panta,Peru,490,84
593898,Alexandru,Jecan,Alexandru Jecan,Romania,497,73
664254,David,Pichler,David Pichler,Austria,494,79
1615758,Jonas,Forejtek,Jonas Forejtek,Czechia,348,141
326334,Blake,Mott,Blake Mott,Australia,483,83
1215444,Marek,Gengel,Marek Gengel,Czechia,322,160
571566,Strong,Kirchheimer,Strong Kirchheimer,USA,491,82
1493088,Harold,Mayot,Harold Mayot,France,107,567
137730,Jerzy,Janowicz,Jerzy Janowicz,Poland,500,68
1125660,Aleksandar,Kovacevic,Aleksandar Kovacevic,USA,99,607
859692,Gabriel,Petit,Gabriel Petit,France,493,60
1074972,Thomas,Laurent,Thomas Laurent,France,490,73
243252,Nikola,Cacic,Nikola Cacic,Serbia,59,3
205596,Mao,Gong,Mao Gong,China,127,5
1439286,Ryan,Nijboer,Ryan Nijboer,Netherlands,406,114
1283886,Jakub,Paul,Jakub Paul,Switzerland,378,128
1041036,Austin,Rapp,Austin Rapp,USA,336,30
1597566,Del,Huertas,Del Huertas,Peru,463,89
1263156,Bart,Stevens,Bart Stevens,,381,23
308082,Jr,Damm,Jr Damm,USA,287,183
1783206,Toby,Kodat,Toby Kodat,USA,354,137
1239624,Clement,Tabur,Clement Tabur,France,330,154
1189350,Sergey,Fomin,Sergey Fomin,Uzbekistan,348,142
981252,Mats,Hermans,Mats Hermans,,433,3
1409388,Lopez,Winter,Lopez Winter,Spain,443,28
1235406,Piotr,Matuszewski,Piotr Matuszewski,Poland,444,3
1792782,Shintaro,Mochizuki,Shintaro Mochizuki,Japan,238,240
1309566,Fabian,Marozsan,Fabian Marozsan,Hungary,57,930
1327278,Ray,Ho,Ray Ho,,491,9
352710,Min,Song,Min Song,South Korea,113,10
1251996,Sem,Verbeek,Sem Verbeek,,128,16
353946,Matej,Sabanov,Matej Sabanov,,154,14
590490,Karol,Drzewiecki,Karol Drzewiecki,Poland,170,4
296154,Scott,Puodziunas,Scott Puodziunas,Australia,172,6
672378,Szymon,Walkow,Szymon Walkow,Poland,174,4
462078,Gornes,Martos,Gornes Martos,Spain,183,7
91662,Toshihide,Matsui,Toshihide Matsui,Japan,185,21
311322,Xin,Gao,Xin Gao,China,221,16
297300,Vladyslav,Manafov,Vladyslav Manafov,Ukraine,489,76
225834,Federico,Zeballos,Federico Zeballos,Bolivia,247,50
98964,Jonathan,Eysseric,Jonathan Eysseric,France,250,40
291888,Nicolas,Barrientos,Nicolas Barrientos,Colombia,496,72
676842,Jan,Zielinski,Jan Zielinski,Poland,283,19
322566,N,Prashanth,N Prashanth,India,300,4
305112,Timur,Khabibulin,Timur Khabibulin,Kazakhstan,303,8
556686,Brandon,Walkin,Brandon Walkin,Australia,322,26
971220,Del,Huertas,Del Huertas,Peru,323,24
935172,Courtney,Lock,Courtney Lock,,327,4
831168,Runhao,Hua,Runhao Hua,China,332,30
300900,Calum,Puttergill,Calum Puttergill,Australia,333,30
749616,Grigoriy,Lomakin,Grigoriy Lomakin,Kazakhstan,344,19
590706,Malfeito,Pla,Malfeito Pla,Spain,348,51
1137246,Julian,Bradley,Julian Bradley,Ireland,349,15
433776,Nicolas,Arreche,Nicolas Arreche,Argentina,355,46
465930,Victor,Cornea,Victor Cornea,Romania,357,14
1181586,Petr,Nouza,Petr Nouza,Czech Republic,358,38
150138,Inigo,Cervantes,Inigo Cervantes,Spain,362,36
305934,Alexander,Igoshin,Alexander Igoshin,Russia,364,39
726744,Simon,Freund,Simon Freund,Sweden,369,29
683346,Ivan,Liutarevich,Ivan Liutarevich,Belarus,370,15
374472,Luke,Johnson,Luke Johnson,United Kingdom,373,30
557082,George,Goldhoff,George Goldhoff,USA,379,3
1038708,Anis,Ghorbel,Anis Ghorbel,Tunisia,393,14
312828,Luis,Patino,Luis Patino,Mexico,400,9
952980,Rhett,Purcell,Rhett Purcell,New Zealand,403,15
337638,Maxime,Tchoutakian,Maxime Tchoutakian,France,409,29
636210,Florian,Lakat,Florian Lakat,France,413,10
765888,Francisco,Cabral,Francisco Cabral,,414,6
393648,Franco,Agamenone,Franco Agamenone,Italy,429,102
1337664,Justin,Butsch,Justin Butsch,USA,417,29
917196,Oleg,Prihodko,Oleg Prihodko,Ukraine,389,123
291624,Goncalo,Falcao,Goncalo Falcao,,420,4
556014,Luca,Castelnuovo,Luca Castelnuovo,,421,29
298014,Alexander,Pavlioutchenkov,Alexander Pavlioutchenkov,Russia,423,4
532800,Hawkins,Findel,Hawkins Findel,United Kingdom,441,15
465018,Kai,Wehnelt,Kai Wehnelt,,445,43
543888,Maxim,Ratniuk,Maxim Ratniuk,Russia,451,25
470478,Franco,Feitt,Franco Feitt,Argentina,452,12
1138290,Glenn,Smits,Glenn Smits,,453,4
669666,Campos,Barroso,Campos Barroso,Spain,425,105
857748,James,Frawley,James Frawley,Australia,478,6
419472,Filip,Bergevi,Filip Bergevi,Sweden,479,24
89286,Jaroslav,Pospisil,Jaroslav Pospisil,Czech Republic,484,34
662802,Peter,Bothwell,Peter Bothwell,Ireland,485,20
975636,Luca,Gelhardt,Luca Gelhardt,,486,12
605274,Jose,Bendeck,Jose Bendeck,Colombia,499,3
342942,Sanchis,Jorda,Sanchis Jorda,Spain,370,130
1375662,Timofey,Skatov,Timofey Skatov,Kazakhstan,193,299
1242498,Duje,Ajdukovic,Duje Ajdukovic,Croatia,117,506
472470,Elmar,Ejupovic,Elmar Ejupovic,Germany,490,84
1304706,Valero,Gimeno,Valero Gimeno,Spain,481,85
750048,Nuno,Borges,Nuno Borges,Portugal,34,1446
600426,Vitaliy,Sachko,Vitaliy Sachko,Ukraine,414,112
1329102,Thiago,Tirante,Thiago Tirante,Argentina,121,490
1698432,Holger,Rune,Holger Rune,Denmark,13,3005
1252956,Adrian,Andreev,Adrian Andreev,Bulgaria,209,277
146856,Andrey,Kuznetsov,Andrey Kuznetsov,Russia,496,74
814680,Lucas,Poullain,Lucas Poullain,France,470,87
1605474,Kyrian,Jacquet,Kyrian Jacquet,France,279,191
1778226,Dominic,Stricker,Dominic Stricker,Switzerland,301,172
1392354,Emilio,Nava,Emilio Nava,USA,204,285
1328046,Georgii,Kravchenko,Georgii Kravchenko,Ukraine,472,81
1304700,Tiffon,Martin,Tiffon Martin,Spain,268,198
1642092,Cobolli,Flavio,Cobolli Flavio,Italy,32,1502
1278354,Oliver,Crawford,Oliver Crawford,United Kingdom,402,116
1726830,Arthur,Cazaux,Arthur Cazaux,France,85,678
1762470,Zane,Khan,Zane Khan,USA,499,63
1628238,De,Pucinelli,De Pucinelli,Brazil,334,153
1112616,Taverna,Rodriguez,Taverna Rodriguez,Argentina,230,244
1470672,Anton,Matusevich,Anton Matusevich,United Kingdom,399,116
727080,Alexis,Gautier,Alexis Gautier,France,486,82
683442,De,Moreno,De Moreno,USA,123,483
1361010,Marvin,Moller,Marvin Moller,Germany,443,96
1235946,Varona,Alvarez,Varona Alvarez,Spain,387,125
1586076,Alexander,Shevchenko,Alexander Shevchenko,Kazakhstan,63,840
1523064,Nicholas,Ionel,Nicholas Ionel,Romania,388,125
1395702,Oleksii,Krutykh,Oleksii Krutykh,Ukraine,494,82
1375320,Otto,Virtanen,Otto Virtanen,Finland,96,618
1238988,Govind,Nanda,Govind Nanda,USA,464,88
1560744,Dalibor,Svrcina,Dalibor Svrcina,Czechia,261,204
1172028,Dragos,Madaras,Dragos Madaras,Sweden,431,106
459090,Azorin,Vidal,Azorin Vidal,Spain,493,74
683166,Antoine,Bellier,Antoine Bellier,Switzerland,362,133
1589880,De,Pucinelli,De Pucinelli,Brazil,318,162
1298940,Filip,Misolic,Filip Misolic,Austria,281,188
1789494,Zachary,Svajda,Zachary Svajda,USA,165,360
1424724,Rinky,Hijikata,Rinky Hijikata,Australia,76,732
971256,Felix,Corwin,Felix Corwin,USA,493,69
1848516,Luciano,Darderi,Luciano Darderi,Italy,43,1263
1797240,Matteo,Arnaldi,Matteo Arnaldi,Italy,38,1335
1707114,Eric,Vanshelboim,Eric Vanshelboim,Ukraine,483,84
1735410,Luca,Nardi,Luca Nardi,Italy,102,594
1361640,Junior,Klier,Junior Klier,Brazil,482,84
1276584,Da,Reis,Da Reis,Brazil,403,115
1137288,Tiago,Cacao,Tiago Cacao,Portugal,494,66
944376,Mats,Rosenkranz,Mats Rosenkranz,Germany,473,86
678858,Mateus,Alves,Mateus Alves,Brazil,497,69
1463562,Titouan,Droguet,Titouan Droguet,France,173,338
339474,Pawel,Juszczak,Pawel Juszczak,Poland,486,82
1207500,Yan,Bondarevskiy,Yan Bondarevskiy,Russia,499,66
981312,Facundo,Juarez,Facundo Juarez,Italy,474,85
1181544,Jover,Sanchez,Jover Sanchez,Spain,316,163
864624,Alexander,Weis,Alexander Weis,Italy,369,131
1402212,Gauthier,Onclin,Gauthier Onclin,Belgium,259,205
395964,Juan,Paz,Juan Paz,Argentina,499,79
1532532,Francisco,Comesana,Francisco Comesana,Argentina,101,604
1262988,Vasil,Kirkov,Vasil Kirkov,USA,498,65
1398768,Dane,Sweeny,Dane Sweeny,Australia,325,157
312426,Naoki,Nakagawa,Naoki Nakagawa,Japan,385,125
1450320,Yanki,Erel,Yanki Erel,Turkey,499,80
1123392,Christian,Langmo,Christian Langmo,USA,466,88
1148652,Damien,Wenger,Damien Wenger,Switzerland,498,79
1815504,Gustavo,Heide,Gustavo Heide,Brazil,166,358
1771080,Alibek,Kachmazov,Alibek Kachmazov,Russia,186,315
492954,Igor,Marcondes,Igor Marcondes,Brazil,346,141
671034,Billy,Harris,Billy Harris,United Kingdom,113,511
1894656,Juan,Torres,Juan Torres,Argentina,286,184
1307310,Gabriel,Decamps,Gabriel Decamps,Brazil,490,80
2010624,Assche,Van,Assche Van,France,114,509
953484,Valentin,Vacherot,Valentin Vacherot,Monaco,127,471
981180,Edoardo,Lavagno,Edoardo Lavagno,Italy,486,83
1249362,Henri,Squire,Henri Squire,Germany,189,313
1276866,Stuart,Parker,Stuart Parker,United Kingdom,483,89
922968,Moez,Echargui,Moez Echargui,Tunisia,454,91
1337760,Alastair,Gray,Alastair Gray,United Kingdom,476,87
1137252,Hady,Habib,Hady Habib,Lebanon,285,185
1228668,Mateus,Alves,Mateus Alves,Brazil,280,190
486282,Jonathan,Mridha,Jonathan Mridha,Sweden,497,66
1360872,Luca,Potenza,Luca Potenza,Italy,498,79
296514,Li,Tu,Li Tu,Australia,184,315
2133168,Ouden,Den,Ouden Den,Netherlands,272,195
1392366,Keegan,Smith,Keegan Smith,USA,496,77
1505154,Canas,Moro,Canas Moro,Spain,161,368
2031012,Arthur,Fils,Arthur Fils,France,20,2265
1553460,Francesco,Passaro,Francesco Passaro,Italy,111,533
1392282,Omni,Kumar,Omni Kumar,USA,391,122
2093130,Juncheng,Shang,Juncheng Shang,China,51,1075
1788354,Felix,Gill,Felix Gill,United Kingdom,432,101
1396692,Beibit,Zhukayev,Beibit Zhukayev,Kazakhstan,185,315
2036712,Lukas,Neumayer,Lukas Neumayer,Austria,258,209
1133676,Andrey,Chepelev,Andrey Chepelev,Russia,500,80
1930740,Leandro,Riedi,Leandro Riedi,Switzerland,132,456
1594860,Lavallen,Lingua,Lavallen Lingua,Argentina,383,127
1181532,Cezar,Cretu,Cezar Cretu,Romania,291,181
1207476,Montagud,Lopez,Montagud Lopez,Spain,451,92
1766034,Mattia,Bellucci,Mattia Bellucci,Italy,105,586
1213098,Charles,Broom,Charles Broom,United Kingdom,253,217
1956678,Matteo,Gigante,Matteo Gigante,Italy,138,424
1928436,Hamad,Mededovic,Hamad Mededovic,Serbia,158,373
492810,Dellien,Murkel,Dellien Murkel,Bolivia,190,312
997200,Timo,Stodder,Timo Stodder,Germany,483,85
1723098,Roman,Burruchaga,Roman Burruchaga,Argentina,130,462
1204674,Ugo,Blanchet,Ugo Blanchet,France,215,261
1304688,Pujolras,Marti,Pujolras Marti,Spain,357,135
475710,Gergely,Madarasz,Gergely Madarasz,Hungary,500,69
1950858,Ruggeri,Vincent,Ruggeri Vincent,Italy,256,213
99396,Jose,Pereira,Jose Pereira,Brazil,463,91
1532706,Valentin,Royer,Valentin Royer,France,183,316
1704588,Dias,Boscardin,Dias Boscardin,Brazil,500,78
1652838,Tristan,Schoolkate,Tristan Schoolkate,Australia,177,329
1930752,Jones,Pinnington,Jones Pinnington,United Kingdom,398,117
1566114,Francesco,Maestrelli,Francesco Maestrelli,Italy,303,171
1718964,Martin,Krumich,Martin Krumich,Czechia,463,89
870660,Remy,Bertola,Remy Bertola,Switzerland,293,178
1652814,Andrew,Paulson,Andrew Paulson,Czechia,436,98
748260,Daniel,Cukierman,Daniel Cukierman,Israel,478,86
2312922,Ben,Shelton,Ben Shelton,USA,19,2330
476814,Omar,Jasika,Omar Jasika,Australia,187,314
630138,Kyle,Seelig,Kyle Seelig,USA,498,81
832284,Giovanni,Oradini,Giovanni Oradini,Italy,498,79
1586160,Ruiz,Llamas,Ruiz Llamas,Spain,288,183
1628346,Mariano,Navone,Mariano Navone,Argentina,45,1188
1525374,Yunchaokete,Bu,Yunchaokete Bu,China,74,737
108564,Daniel,Cox,Daniel Cox,United Kingdom,497,80
1389732,Clement,Chidekh,Clement Chidekh,France,200,289
1278468,Mathys,Erhard,Mathys Erhard,France,324,159
1642086,Terence,Atmane,Terence Atmane,France,156,376
1389384,Stefan,Palosi,Stefan Palosi,Romania,498,72
2036724,James,Mccabe,James Mccabe,Australia,262,204
2133162,Raphael,Collignon,Raphael Collignon,Belgium,167,358
1844358,Daniel,Rincon,Daniel Rincon,Spain,263,201
1747590,Dominik,Palan,Dominik Palan,Czech Republic,499,81
2044458,Wayenburg,Gueymard,Wayenburg Gueymard,France,478,85
1854438,Jerome,Kym,Jerome Kym,Switzerland,134,445
1734888,Perricard,Mpetshi,Perricard Mpetshi,France,31,1519
1433214,Oleksandr,Ovcharenko,Oleksandr Ovcharenko,Ukraine,334,149
1983240,Henry,Patten,Henry Patten,United Kingdom,476,77
1133634,Quentin,Folliot,Quentin Folliot,France,495,66
1734906,Peter,Fajta,Peter Fajta,Hungary,491,80
1750572,Gianmarco,Ferrari,Gianmarco Ferrari,Italy,496,80
2092218,Marko,Topo,Marko Topo,Germany,453,91
1553874,Hernandez,Alex,Hernandez Alex,Mexico,498,68
1341090,Liam,Draxl,Liam Draxl,Canada,235,242
1199190,Ezekiel,Clark,Ezekiel Clark,USA,497,80
1263258,Jurgen,Briand,Jurgen Briand,France,487,82
1911444,Timo,Legout,Timo Legout,France,420,106
1239456,Jaimee,Angele,Jaimee Angele,France,495,78
1782846,Valerio,Aboian,Valerio Aboian,Argentina,379,128
1680918,Gabriel,Diallo,Gabriel Diallo,Canada,89,657
1328310,Juan,Otegui,Juan Otegui,Argentina,500,81
1663086,Max,Houkes,Max Houkes,Netherlands,284,186
2033352,Aguilar,Merida,Aguilar Merida,Spain,310,168
2005770,Ethan,Quinn,Ethan Quinn,USA,219,257
1844310,Abedallah,Shelbayh,Abedallah Shelbayh,Jordan,229,245
2057022,Maks,Kasnikowski,Maks Kasnikowski,Poland,181,319
1016964,Leonardo,Aboian,Leonardo Aboian,Argentina,496,82
2303958,Mark,Lajal,Mark Lajal,Estonia,212,270
2044464,Robin,Bertrand,Robin Bertrand,France,271,196
1540836,Cannon,Kingsley,Cannon Kingsley,USA,477,86
1344240,Federico,Arnaboldi,Federico Arnaboldi,Italy,241,236
644910,Ignacio,Monzon,Ignacio Monzon,Argentina,500,81
388764,Daniele,Capecchi,Daniele Capecchi,Italy,496,72
1245462,Adam,Walton,Adam Walton,Australia,92,636
916368,Karl,Friberg,Karl Friberg,Sweden,480,89
1931700,Eliakim,Coulibaly,Eliakim Coulibaly,Côte d’Ivoire,412,113
330414,Jules,Marie,Jules Marie,France,278,192
1385418,Rimpei,Kawakami,Rimpei Kawakami,Japan,495,75
1801770,Max,Rehberg,Max Rehberg,Germany,312,165
2264190,Marcello,Serafini,Marcello Serafini,Italy,488,82
1196940,Eduardo,Ribeiro,Eduardo Ribeiro,Brazil,443,102
1735050,Giles,Hussey,Giles Hussey,United Kingdom,356,135
2057862,Mili,Poljicak,Mili Poljicak,Croatia,294,178
1930746,Arthur,Fery,Arthur Fery,United Kingdom,460,89
1796898,Philip,Sekulic,Philip Sekulic,Australia,344,143
1593774,Sebastian,Gima,Sebastian Gima,Romania,494,86
1196286,Sandro,Kopp,Sandro Kopp,Austria,338,147
807624,Alfredo,Perez,Alfredo Perez,USA,495,81
1242546,August,Holmgren,August Holmgren,Denmark,168,352
2233884,Jakub,Mensik,Jakub Mensik,Czechia,48,1137
1582206,Robert,Strombachs,Robert Strombachs,Germany,396,118
2234100,Ilya,Snitari,Ilya Snitari,Moldova,499,75
1466472,Ajeet,Rai,Ajeet Rai,New Zealand,497,79
2094546,Dino,Prizmic,Dino Prizmic,Croatia,380,127
1473090,Arthur,Weber,Arthur Weber,France,452,96
1603464,Harry,Wendelken,Harry Wendelken,United Kingdom,466,91
2440380,Alex,Michelsen,Alex Michelsen,USA,44,1220
782640,Nathan,Ponwith,Nathan Ponwith,USA,496,81
2001060,Kalin,Ivanovski,Kalin Ivanovski,North Macedonia,487,87
2288406,Gabriele,Piraino,Gabriele Piraino,Italy,475,86
1854954,Aidan,Mayo,Aidan Mayo,USA,323,160
2253228,Gabriel,Debru,Gabriel Debru,France,264,200
1798602,Gonzalo,Bueno,Gonzalo Bueno,Peru,244,235
1730802,Fausto,Tabacco,Fausto Tabacco,Italy,494,81
1304634,Barrera,Soriano,Barrera Soriano,Colombia,444,96
940968,Wyk,Van,Wyk Van,South Africa,352,138
1549956,Saba,Purtseladze,Saba Purtseladze,Georgia,397,118
827352,Duarte,Vale,Duarte Vale,Portugal,480,85
2046900,Leo,Borg,Leo Borg,Sweden,461,91
1385808,Lorenzo,Rottoli,Lorenzo Rottoli,Italy,456,95
644118,Alexander,Cozbinov,Alexander Cozbinov,Moldova,496,78
1147110,Digvijay,Singh,Digvijay Singh,India,495,79
1553880,George,Loffhagen,George Loffhagen,United Kingdom,453,97
1372032,Gabi,Boitan,Gabi Boitan,Romania,365,133
1819854,Alex,Barrena,Alex Barrena,Argentina,456,97
1392228,Tristan,Boyer,Tristan Boyer,USA,159,372
1815414,Stefanos,Sakellaridis,Stefanos Sakellaridis,Greece,498,79
1983114,Elmer,Moller,Elmer Moller,Denmark,171,340
2050932,Henrique,Rocha,Henrique Rocha,Portugal,179,328
1293990,Yuki,Mochizuki,Yuki Mochizuki,Japan,500,79
2107812,Martyn,Pawelski,Martyn Pawelski,Poland,484,88
1540824,Tristan,Mccormick,Tristan Mccormick,USA,499,79
1532700,Tibo,Colson,Tibo Colson,Belgium,480,85
1961706,Daniel,Vallejo,Daniel Vallejo,Paraguay,233,243
677934,Tim,Handel,Tim Handel,Germany,440,97
1025796,Kouzmine,Bittoun,Kouzmine Bittoun,France,492,82
1535970,James,Trotter,James Trotter,Japan,251,220
363564,Jea,Lee,Jea Lee,South Korea,498,79
1582056,Justin,Boulais,Justin Boulais,Canada,489,84
651390,Contri,Perez,Contri Perez,Spain,490,83
1211322,Alex,Knaff,Alex Knaff,Luxembourg,500,79
2280276,Lee,Campana,Lee Campana,South Korea,372,130
876252,Federico,Gomez,Federico Gomez,Argentina,160,371
1642680,Alec,Deckers,Alec Deckers,Netherlands,487,83
1619466,Meza,Guillen,Meza Guillen,Ecuador,254,217
1818744,Blaise,Bicknell,Blaise Bicknell,Jamaica,493,80
1930758,Toby,Samuel,Toby Samuel,United Kingdom,491,83
1957488,Marat,Sharipov,Marat Sharipov,Russia,315,163
1077780,Mikalai,Haliak,Mikalai Haliak,Belarus,439,98
1932144,Vilius,Gaubas,Vilius Gaubas,Lithuania,192,305
2291514,Nicolas,Zanellato,Nicolas Zanellato,Brazil,470,91
2233872,Hynek,Barton,Hynek Barton,Czechia,413,112
1734648,Chak,Wong,Chak Wong,Hong Kong,157,374
2050920,Jaime,Faria,Jaime Faria,Portugal,120,501
1307022,Federico,Iannaccone,Federico Iannaccone,Italy,500,80
1998498,Luciano,Ambrogi,Luciano Ambrogi,Argentina,405,114
1991388,Yanaki,Milev,Yanaki Milev,Bulgaria,500,78
2439936,Bailly,Arnaud,Bailly Arnaud,Belgium,482,85
2442996,Nishesh,Basavareddy,Nishesh Basavareddy,USA,197,296
2094552,Luka,Mikrut,Luka Mikrut,Croatia,393,119
